Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module tb_top.uut.rom.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Block Memory Generator module tb_top.uut.ram.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Tiempo | addr        | valid ready | wstrb | tx_req | tx_data
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:51
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:84
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
            13875000 | 00000014 |   0     0   |  0000   |   0    |   00
            13895000 | 00000018 |   1     0   |  0000   |   0    |   00
            13905000 | 00000018 |   1     1   |  0000   |   0    |   00
            13915000 | 00000018 |   0     0   |  0000   |   0    |   00
            13925000 | 00000018 |   1     0   |  1111   |   0    |   00
            13935000 | 00000018 |   1     1   |  1111   |   0    |   00
            13945000 | 00000018 |   0     0   |  1111   |   0    |   00
            13965000 | 00000008 |   1     0   |  0000   |   0    |   00
            13975000 | 00000008 |   1     1   |  0000   |   0    |   00
            13985000 | 00000008 |   0     0   |  0000   |   0    |   00
            14005000 | 0000000c |   1     0   |  0000   |   0    |   00
            14015000 | 0000000c |   1     1   |  0000   |   0    |   00
            14025000 | 0000000c |   0     0   |  0000   |   0    |   00
            14045000 | 00000010 |   1     0   |  0000   |   0    |   00
            14055000 | 00000010 |   1     1   |  0000   |   0    |   00
            14065000 | 00000010 |   0     0   |  0000   |   0    |   00
            14075000 | 00000018 |   1     0   |  1111   |   0    |   00
            14085000 | 00000018 |   1     1   |  1111   |   0    |   00
            14095000 | 00000018 |   0     0   |  1111   |   0    |   00
            14115000 | 00000014 |   1     0   |  0000   |   0    |   00
            14125000 | 00000014 |   1     1   |  0000   |   0    |   00
            14135000 | 00000014 |   0     0   |  0000   |   0    |   00
            14155000 | 00000018 |   1     0   |  0000   |   0    |   00
            14165000 | 00000018 |   1     1   |  0000   |   0    |   00
            14175000 | 00000018 |   0     0   |  0000   |   0    |   00
            14185000 | 00000018 |   1     0   |  1111   |   0    |   00
            14195000 | 00000018 |   1     1   |  1111   |   0    |   00
            14205000 | 00000018 |   0     0   |  1111   |   0    |   00
            14225000 | 00000008 |   1     0   |  0000   |   0    |   00
            14235000 | 00000008 |   1     1   |  0000   |   0    |   00
            14245000 | 00000008 |   0     0   |  0000   |   0    |   00
            14265000 | 0000000c |   1     0   |  0000   |   0    |   00
            14275000 | 0000000c |   1     1   |  0000   |   0    |   00
            14285000 | 0000000c |   0     0   |  0000   |   0    |   00
            14305000 | 00000010 |   1     0   |  0000   |   0    |   00
            14315000 | 00000010 |   1     1   |  0000   |   0    |   00
            14325000 | 00000010 |   0     0   |  0000   |   0    |   00
            14335000 | 00000018 |   1     0   |  1111   |   0    |   00
            14345000 | 00000018 |   1     1   |  1111   |   0    |   00
            14355000 | 00000018 |   0     0   |  1111   |   0    |   00
            14375000 | 00000014 |   1     0   |  0000   |   0    |   00
            14385000 | 00000014 |   1     1   |  0000   |   0    |   00
            14395000 | 00000014 |   0     0   |  0000   |   0    |   00
            14415000 | 00000018 |   1     0   |  0000   |   0    |   00
            14425000 | 00000018 |   1     1   |  0000   |   0    |   00
            14435000 | 00000018 |   0     0   |  0000   |   0    |   00
            14445000 | 00000018 |   1     0   |  1111   |   0    |   00
            14455000 | 00000018 |   1     1   |  1111   |   0    |   00
            14465000 | 00000018 |   0     0   |  1111   |   0    |   00
            14485000 | 00000008 |   1     0   |  0000   |   0    |   00
            14495000 | 00000008 |   1     1   |  0000   |   0    |   00
            14505000 | 00000008 |   0     0   |  0000   |   0    |   00
            14525000 | 0000000c |   1     0   |  0000   |   0    |   00
            14535000 | 0000000c |   1     1   |  0000   |   0    |   00
            14545000 | 0000000c |   0     0   |  0000   |   0    |   00
            14565000 | 00000010 |   1     0   |  0000   |   0    |   00
            14575000 | 00000010 |   1     1   |  0000   |   0    |   00
            14585000 | 00000010 |   0     0   |  0000   |   0    |   00
            14595000 | 00000018 |   1     0   |  1111   |   0    |   00
            14605000 | 00000018 |   1     1   |  1111   |   0    |   00
            14615000 | 00000018 |   0     0   |  1111   |   0    |   00
            14635000 | 00000014 |   1     0   |  0000   |   0    |   00
            14645000 | 00000014 |   1     1   |  0000   |   0    |   00
            14655000 | 00000014 |   0     0   |  0000   |   0    |   00
            14675000 | 00000018 |   1     0   |  0000   |   0    |   00
            14685000 | 00000018 |   1     1   |  0000   |   0    |   00
            14695000 | 00000018 |   0     0   |  0000   |   0    |   00
            14705000 | 00000018 |   1     0   |  1111   |   0    |   00
            14715000 | 00000018 |   1     1   |  1111   |   0    |   00
            14725000 | 00000018 |   0     0   |  1111   |   0    |   00
            14745000 | 00000008 |   1     0   |  0000   |   0    |   00
            14755000 | 00000008 |   1     1   |  0000   |   0    |   00
            14765000 | 00000008 |   0     0   |  0000   |   0    |   00
            14785000 | 0000000c |   1     0   |  0000   |   0    |   00
            14795000 | 0000000c |   1     1   |  0000   |   0    |   00
            14805000 | 0000000c |   0     0   |  0000   |   0    |   00
            14825000 | 00000010 |   1     0   |  0000   |   0    |   00
            14835000 | 00000010 |   1     1   |  0000   |   0    |   00
            14845000 | 00000010 |   0     0   |  0000   |   0    |   00
            14855000 | 00000018 |   1     0   |  1111   |   0    |   00
            14865000 | 00000018 |   1     1   |  1111   |   0    |   00
            14875000 | 00000018 |   0     0   |  1111   |   0    |   00
            14895000 | 00000014 |   1     0   |  0000   |   0    |   00
            14905000 | 00000014 |   1     1   |  0000   |   0    |   00
            14915000 | 00000014 |   0     0   |  0000   |   0    |   00
            14935000 | 00000018 |   1     0   |  0000   |   0    |   00
            14945000 | 00000018 |   1     1   |  0000   |   0    |   00
            14955000 | 00000018 |   0     0   |  0000   |   0    |   00
            14965000 | 00000018 |   1     0   |  1111   |   0    |   00
            14975000 | 00000018 |   1     1   |  1111   |   0    |   00
            14985000 | 00000018 |   0     0   |  1111   |   0    |   00
            15005000 | 00000008 |   1     0   |  0000   |   0    |   00
            15015000 | 00000008 |   1     1   |  0000   |   0    |   00
            15025000 | 00000008 |   0     0   |  0000   |   0    |   00
            15045000 | 0000000c |   1     0   |  0000   |   0    |   00
            15055000 | 0000000c |   1     1   |  0000   |   0    |   00
            15065000 | 0000000c |   0     0   |  0000   |   0    |   00
            15085000 | 00000010 |   1     0   |  0000   |   0    |   00
            15095000 | 00000010 |   1     1   |  0000   |   0    |   00
            15105000 | 00000010 |   0     0   |  0000   |   0    |   00
            15115000 | 00000018 |   1     0   |  1111   |   0    |   00
            15125000 | 00000018 |   1     1   |  1111   |   0    |   00
            15135000 | 00000018 |   0     0   |  1111   |   0    |   00
            15155000 | 00000014 |   1     0   |  0000   |   0    |   00
            15165000 | 00000014 |   1     1   |  0000   |   0    |   00
            15175000 | 00000014 |   0     0   |  0000   |   0    |   00
            15195000 | 00000018 |   1     0   |  0000   |   0    |   00
            15205000 | 00000018 |   1     1   |  0000   |   0    |   00
            15215000 | 00000018 |   0     0   |  0000   |   0    |   00
            15225000 | 00000018 |   1     0   |  1111   |   0    |   00
            15235000 | 00000018 |   1     1   |  1111   |   0    |   00
            15245000 | 00000018 |   0     0   |  1111   |   0    |   00
            15265000 | 00000008 |   1     0   |  0000   |   0    |   00
            15275000 | 00000008 |   1     1   |  0000   |   0    |   00
            15285000 | 00000008 |   0     0   |  0000   |   0    |   00
            15305000 | 0000000c |   1     0   |  0000   |   0    |   00
            15315000 | 0000000c |   1     1   |  0000   |   0    |   00
            15325000 | 0000000c |   0     0   |  0000   |   0    |   00
            15345000 | 00000010 |   1     0   |  0000   |   0    |   00
            15355000 | 00000010 |   1     1   |  0000   |   0    |   00
            15365000 | 00000010 |   0     0   |  0000   |   0    |   00
            15375000 | 00000018 |   1     0   |  1111   |   0    |   00
            15385000 | 00000018 |   1     1   |  1111   |   0    |   00
            15395000 | 00000018 |   0     0   |  1111   |   0    |   00
            15415000 | 00000014 |   1     0   |  0000   |   0    |   00
            15425000 | 00000014 |   1     1   |  0000   |   0    |   00
            15435000 | 00000014 |   0     0   |  0000   |   0    |   00
            15455000 | 00000018 |   1     0   |  0000   |   0    |   00
            15465000 | 00000018 |   1     1   |  0000   |   0    |   00
            15475000 | 00000018 |   0     0   |  0000   |   0    |   00
            15485000 | 00000018 |   1     0   |  1111   |   0    |   00
            15495000 | 00000018 |   1     1   |  1111   |   0    |   00
            15505000 | 00000018 |   0     0   |  1111   |   0    |   00
            15525000 | 00000008 |   1     0   |  0000   |   0    |   00
            15535000 | 00000008 |   1     1   |  0000   |   0    |   00
            15545000 | 00000008 |   0     0   |  0000   |   0    |   00
            15565000 | 0000000c |   1     0   |  0000   |   0    |   00
            15575000 | 0000000c |   1     1   |  0000   |   0    |   00
            15585000 | 0000000c |   0     0   |  0000   |   0    |   00
            15605000 | 00000010 |   1     0   |  0000   |   0    |   00
            15615000 | 00000010 |   1     1   |  0000   |   0    |   00
            15625000 | 00000010 |   0     0   |  0000   |   0    |   00
            15635000 | 00000018 |   1     0   |  1111   |   0    |   00
            15645000 | 00000018 |   1     1   |  1111   |   0    |   00
            15655000 | 00000018 |   0     0   |  1111   |   0    |   00
            15675000 | 00000014 |   1     0   |  0000   |   0    |   00
            15685000 | 00000014 |   1     1   |  0000   |   0    |   00
            15695000 | 00000014 |   0     0   |  0000   |   0    |   00
            15715000 | 00000018 |   1     0   |  0000   |   0    |   00
            15725000 | 00000018 |   1     1   |  0000   |   0    |   00
            15735000 | 00000018 |   0     0   |  0000   |   0    |   00
            15745000 | 00000018 |   1     0   |  1111   |   0    |   00
            15755000 | 00000018 |   1     1   |  1111   |   0    |   00
            15765000 | 00000018 |   0     0   |  1111   |   0    |   00
            15785000 | 00000008 |   1     0   |  0000   |   0    |   00
            15795000 | 00000008 |   1     1   |  0000   |   0    |   00
            15805000 | 00000008 |   0     0   |  0000   |   0    |   00
            15825000 | 0000000c |   1     0   |  0000   |   0    |   00
            15835000 | 0000000c |   1     1   |  0000   |   0    |   00
            15845000 | 0000000c |   0     0   |  0000   |   0    |   00
            15865000 | 00000010 |   1     0   |  0000   |   0    |   00
            15875000 | 00000010 |   1     1   |  0000   |   0    |   00
            15885000 | 00000010 |   0     0   |  0000   |   0    |   00
            15895000 | 00000018 |   1     0   |  1111   |   0    |   00
            15905000 | 00000018 |   1     1   |  1111   |   0    |   00
            15915000 | 00000018 |   0     0   |  1111   |   0    |   00
            15935000 | 00000014 |   1     0   |  0000   |   0    |   00
            15945000 | 00000014 |   1     1   |  0000   |   0    |   00
            15955000 | 00000014 |   0     0   |  0000   |   0    |   00
            15975000 | 00000018 |   1     0   |  0000   |   0    |   00
            15985000 | 00000018 |   1     1   |  0000   |   0    |   00
            15995000 | 00000018 |   0     0   |  0000   |   0    |   00
            16005000 | 00000018 |   1     0   |  1111   |   0    |   00
            16015000 | 00000018 |   1     1   |  1111   |   0    |   00
            16025000 | 00000018 |   0     0   |  1111   |   0    |   00
            16045000 | 00000008 |   1     0   |  0000   |   0    |   00
            16055000 | 00000008 |   1     1   |  0000   |   0    |   00
            16065000 | 00000008 |   0     0   |  0000   |   0    |   00
